Service Name,Service URL,Service Key Features,Service Categories,Service Description
ComfortClick,www.comfortclick.com,,Facility Management Software,
Core 7 US,www.core7us.com,,Facility Management Software,
Corrigo,www.corrigo.com,,Facility Management Software,
Dynamic CAFM Services,www.dynamiccafm.com,,Facility Management Software,
facilitEspace,www.facilitespace.com,,Facility Management Software,
Facilities Management eXpress,www.gofmx.com,,Facility Management Software,
FacilityONE,www.facilityone.com,,Facility Management Software,
Field ID ,www.fieldid.com,,Facility Management Software,
FM:Systems,www.fmsystems.com,,Facility Management Software,
FMNow,www.fmnow.com,,Facility Management Software,
FMX,www.gofmx.com,,Facility Management Software,
IMPAK,www.impaksolutions.com,,Facility Management Software,
Inova Solutions,www.inovasolutions.com,,Facility Management Software,
InspectHub,www.inspecthub.com,,Facility Management Software,
iOffice,www.iofficecorp.com,,Facility Management Software,
Katana Software,www.katanasoft.com,,Facility Management Software,
Link Systems,www.proleasesoftware.com,,Facility Management Software,
Mainstream Software,www.mainstreams.com,,Facility Management Software,
Maintenance Care,www.maintenancecare.com,,Facility Management Software,
Manhattan Software,www.manhattansoftware.us,,Facility Management Software,
Manhattan Software,www.manhattansoftware.com,,Facility Management Software,
MedEZ,www.medez.com,,Facility Management Software,
Medtelligent,www.medtelligent.com,,Facility Management Software,
MicroMain Corporation,www.micromain.com,,Facility Management Software,
MicroWest Software Systems,www.microwestsoftware.com,,Facility Management Software,
NorthWrite,www.northwrite.com,,Facility Management Software,
OfficeSpace Software,www.officespacesoftware..,,Facility Management Software,
OfficeSpace Software,www.officespacesoftware..,,Facility Management Software,
Planon,www.planonsoftware.com,,Facility Management Software,
PropertyTRAK,www.propertytrak.com,,Facility Management Software,
Qube Global Software,www.qubeglobal.com,,Facility Management Software,
Riptide.io,www.riptideio.com,,Facility Management Software,
Roomtag,www.roomtag.com,,Facility Management Software,
Rosmiman MMS,www.rosmiman.com,,Facility Management Software,
Sandbox Software,www.runsandbox.com,,Facility Management Software,
SchoolDude,www.schooldude.com,,Facility Management Software,
ServiceChannel,www.servicechannel.com,"Work Order Management
Planned Maintenance Management
Proposal Management
Asset/Equipment Management
Supply Management
Invoice Management
Site Audit Management
Analytics & Business Intelligence
Compliance Management
Mobile Facilities Management",Facility Management Software,"ServiceChannel provides facilities managers with a single platform to source, procure, manage and pay for repair and maintenance services from commercial contractors across their enterprise. By delivering unprecedented transparency and data-driven analytics of service quality, across all trades, locations and contractors, facilities managers drive significant brand equity and ROI for their organizations without outsourcing or investing in new infrastructure. The worlds leading global brands use ServiceChannel and Big Sky solutions daily to help optimize millions of transactions and billions of dollars of spend annually. ServiceChannel Service Automation combines a web- and mobile-based work order management platform with integrated analytics in a complete source-to-settle solution. This highly flexible and configurable SaaS (Software as a Service) platform lets you initiate and validate work performed in the field and manage all planned & demanded service requests and proposals & invoices across all trades, categories, and locations. ServiceChannel Service Automation helps keep external contractors accountable for work they have performed or have agreed to perform and most importantly, provides unbiased, independent data on third-party contractor performance. Whether external contractors are being managed by your own in-house facilities staff, a third-party service management broker, or both, ServiceChannel keeps you in data-driven control."
Titan Cloud Software,www.titancloud.com,,Facility Management Software,
Total Management,www.totalmanagement.com,,Facility Management Software,
Trackplan Software Ltd,trackplanfm.com,"scheduling
planned preventative maintenance
asset management
contractor management
reactive maintenance
work orders
quote management
cost and budget control
Scheduling
Planned Preventative Maintenenace",Facility Management Software,"100% cloud based facilities management and maintenance software that works beautifully on any device. Includes a world class drag and drop job scheduler, property and asset management, reactive and planned maintenance, budgeting and costing, quote management, contractor / vendor sign ons and management. Works well for any organisation of any size. Get up and running in minutes"
Urgent Technology,www.urgtech.com,"Facilities maintenance management
Contractor management
Asset management
Management reporting and analytics
Health and safety incident reporting
Equipment downtime management",Facility Management Software,"Urgent Technology is a leading provider of facilities maintenance and asset management software to global organisations. It was established in 1997.  Urgent Technology developed eMaintenance+ to promote facilities management best practice within commercial organisations and to solve many of the challenges faced by maintenance managers and service contractors.  The new release of eMaintenance+ is a cloud-based, SaaS platform that promotes visibility of the end-to-end maintenance process to all stakeholders, from the contractor, to the facilities manager, to the head of finance."
QuickFMS,www.quickfms.com/,"Cloud Based Facility Management Software
Property Management
Space Management
Asset management
Maintenance Management
Helpdesk Management
Reservation / Resource Management",Facility Management Software,"QuickFMS, is a cloud-based firm offering a wide range of Facilities Management software products that can be used by companies of varying sizes with any number of employees, whether in a single office or spread across multiple locations.  Our Property Management software provides turnkey solutions for managing your property and rentals efficiently. Target customers can vary from small independent owner-operators in the real estate, rental, and hospitality industries to large multi-national property management firms, REITs, and chains. You may add spatial tools such as auto-CAD or GIS for visual, thematic display of your buildings or properties, or our Maintenance Manager software for full -scale management of all your property needs. QuickFMSs Space Management software improves the overall management of your space allocation, increases productivity, reduces operational costs, and streamlines the allocation and de-allocation of space within your organization. Create transparency in space availability by integrating seamlessly with any ERP, HR or CRM system currently in place. Our Facility Asset Management software provides turnkey solutions for managing the complete life cycle of fixed assets within your corporate office locations more efficiently, increasing productivity and effective management by administrative staff. Our Help Desk product module provisions for helpdesk management, such as turnkey solutions for tracking problems or complaints within your organization within your corporate office or facility locations efficiently and with complete transparency."
Avandel Inc,inspectthis.net/,"Salesforce powered Inspection App
Works with iPads, Android and Tablets
Works Offline",Facility Management Software,"Inspect THIS! has a native mobile inspection app that allows field based workforce to improve their performance on inspections, audits and services. Users have access to data anywhere, at any time and can perform on-site functions with their iPads and Android Tablets. Inspect THIS! allows mobile personnel to access ;* All work orders and scheduled jobs* Perform the required actions on their mobile devices* Detailed work order descriptions,* Job details and historical data on the installed assets are provided.* Take snapshot pictures or add videos or signatures at any stage of the inspection* Completed inspection results from the field are collected automatically in real time or offline when internet connection becomes available Inspectors, administrators and technical support staff ;* Can manage and streamline all their programs easily* Become more productive and track all assets cost effectively* Conduct inspections and maintenance take place at the right times and at all times."
Agrivi,www.agrivi.com,,Farm Management Software,
AGDATA Australia,www.agdata.com.au,"Farm Management Software
Livestock Software
Crop Software",Farm Management Software,
Farmflo,www.farmflo.com,,Farm Management Software,
iAgri,www.iagri.com,,Farm Management Software,
My Hall Monitor,www.myhallmonitor.com,,Feedback Management,
Survicate,www.survicate.com,,Feedback Management,
Allegiance ,www.allegiance.com,,Feedback Management,
Confirmit,www.confirmit.com,,Feedback Management,
SimpleFeedback.com,www.simplefeedback.com,,Feedback Management,
5StarRocket,www.5starrocket.com,,Feedback Management,
Apptentive,www.apptentive.com,,Feedback Management,
BetaEasy,www.betaeasy.com/,,Feedback Management,
BQool,www.bqool.com,,Feedback Management,
Clarabridge,www.clarabridge.com,,Feedback Management,
CustomInsight,www.custominsight.com,,Feedback Management,
Delighted,www.delighted.com,,Feedback Management,
Envisia Learning,www.envisialearning.com,,Feedback Management,
eXplorance Inc,www.explorance.com,,Feedback Management,
Feedback Lite,www.feedbacklite.com,,Feedback Management,
FeedbackFive,www.feedbackfive.com,,Feedback Management,
FlagPole Software,www.flagpole-software.com,,Feedback Management,
Framebench,www.framebench.com,,Feedback Management,
Full Circle Feedback,www.fullcirclefeedback...,,Feedback Management,
Gainsight,www.gainsight.com,,Feedback Management,
Hively,www.teamhively.com,,Feedback Management,
IdeaScale,www.ideascale.com,,Feedback Management,
Ideavibes,www.ideavibes.com,,Feedback Management,
Interceptum,www.interceptum.com,,Feedback Management,
JetJaw,www.jetjaw.com,,Feedback Management,
Kampyle,www.kampyle.com,,Feedback Management,
Mopinion,www.mopinionlabs.com,,Feedback Management,
Novi Systems,www.novisystems.com,,Feedback Management,
Opiniator,www.opiniator.com,,Feedback Management,
OpinionLab,www.opinionlab.com,,Feedback Management,
PageProofer,www.pageproofer.com,,Feedback Management,
Promoter,www.promoter.io,"Net Promoter Score
NPS
Customer Engagement
Retention Analytics
Churn Prevention
Product Feedback
Customer Success
Customer Feedback
Predictive Analytics
Customer Behavior Analysis",Feedback Management,Promoter is the most comprehensive customer intelligence & engagement platform built to drive growth and customer retention. We combine constant actionable feedback using a best-practice NPS approach alongside internal customer data from hundreds of sources to provide unparalleled customer insights.
ProofHQ,www.proofhq.com,,Feedback Management,
Reputology,www.reputology.com,,Feedback Management,
Review Trackers,www.reviewtrackers.com,,Feedback Management,
Revinate,www.revinate.com,,Feedback Management,
TechValidate,www.techvalidate.com,,Feedback Management,
Testimonial Robot,www.testimonialrobot.com,,Feedback Management,
The IdeaWall,www.theideawall.com,,Feedback Management,
TrackDuck,www.trackduck.com,,Feedback Management,
Userback,www.userback.io,"Feedback Management
Draw on screen
Screenshots with comments
Draw on screen
Manage Feedback
Reporting
Multiple projects
Integrations",Feedback Management,"Collect and manage your user feedback for all your web projects in one place. If you're an agency delivering web projects for clients, working in a team or collecting feedback on your site, Userback will save you time by managing feedback for all of your web apps in one place. Userback allows users to articulate their feedback by drawing on the screen and commenting on webpages. All the feedback is captured inside Userback for simple management. Connect Userback with product you already use like Jira, Hip chat and Slack."
UserVoice,www.uservoice.com,,Feedback Management,
Vicomi,www.vicomi.com,,Feedback Management,
WebEngage,www.webengage.com,Marketing Automation,Feedback Management,"WebEngage is a multi-channel user engagement platform which automates communication across users' life-cycle. It allows businesses to connect with users through the following channels - Web Messages (notification, survey and feedback), In-App Messages, Push Notifications, Emails and Text Messages. WebEngage builds enriched user profiles for every single user (registered, as well as anonymous) using a client's website and/or mobile app. Moreover, one can segment the users based on their behavior, and engage with them via multiple channels.In a nutshell, WebEngage automates user engagement and helps businesses retain and grow their user base. In laymen terms, it allows them to acquire and retain customers.  Going steady on the mission to humanize all of the world's websites and mobile apps, we are assisting thousands of customers in 50+ countries. From enterprises like eBay, Lynda, Sendgrid, Snapdeal, MakeMyTrip, Avaya, Souq, etc. to thousands of startups worldwide, we are helping them Engage, Retain and Grow."
RepuGen,www.repugen.com,"Feedback Management
Customer satisfaction monitoring
Notification and Alerts
Complaint Monitoring
Online Reputation Management
Customer Review Management
Survey",Feedback Management,"RepuGen is an online reputation and customer feedback management software that automates customer satisfaction monitoring. Text or email customers, measure their satisfaction with the help of an automated messaging system that can be customized and enables customers to express their grievances or appraisals easily.  RepuGens unique system filters dissatisfied customers and helps you address their issues before they post their reviews online. Manage & control this and every other aspect of your online reputation with a single responsive and intuitive dashboard.  Improve your business performance with in-depth customer feedback report and get an edge over your online and offline competitors.  Reputation used to be damage control for companies receiving bad reviews. RepuGen takes away the damage and allows business owners to control their responsiveness to potential online reviews even before they are posted. Its an easy process that will favorably transform your businesss online perception, instilling in users the confidence they need to complete their purchase. "
NomNom Insights,www.nomnom.it/,"Feedback classification 
Monitoring tools
Feedback analysis
Alerts
Collaboration tools",Feedback Management,"Get all of your customer feedback in one place.Nom Nom helps you aggregate, organise and share all your customer feedback and user research in one place easily."
InSite Feedback,insite-feedback.com,"Bugtracking
Screenshot capturing without plugins
Capturing device/browser information
Usable for non tech-savvy clients",Feedback Management,"InSite Feedback is an app for web developers that turns their clients and team members into feedback heros. The app provides a small javascript snippet that can be embedded in any web project - from a website to a full web app. The widget renders a feedback button on the website that enables users to provide rich feedback with just a few clicks. Users can simply SHOW the developer what they want to have changed or discussed - a screenshot is automatically rendered, the origin url and detailed browser/device information recorded. All feedback is collected in a central hub. This way, developers (and clients!) can save a lot of time that would otherwise have been spent on long e-mail conversations or phone calls trying to clearify things. Time that can be spent on things you truly care about :)"
Startiew.com,www.startiew.com,Guaranteed quality feedback for startups,Feedback Management,"Startiew.com is a Market Place for Startups Who Are Looking for Guaranteed Quality Feedback from the CommunitySubmit a startup and get more online exposure by writing reviews for other projects. Anyone who has ever tried to launch a web startup knows how difficult and exhausting it is to get the first users onboard. Facebook friends secretly unsubscribe from entrepreneurs page because they are tired of requests to like a page . And when a startuper finally succeeds to attract first visitors to his webpage, he sees that users do not stay long there. All a startuper wants to know at that stage is why they navigate away? Startiew.com is a new project by a team of passionate entrepreneurs who know that a quality feedback  or a detailed review is more precious than any amount of likes.  It is also time consuming and expensive to get project reviews from freelance early adopters, who are not motivated to study another web project unless they are paid well.  There are numerous directories and online communities for the startups, but all of them use like/dislike principle: entrepreneurs submit their ideas and get nothing in return.  Startiew.com is built with a different approach: reviews are guaranteed for a web startup free of charge. How is it possible? The users are motivated to write as many reviews as possible., because the rating of a startup at Startiew.com depends on the amount of reviews written by its owner. The higher the rating  the better visibility. The better visibility  the more reviewers from new registered users. Very simple. How it works: 1. Submit startup at www.startiew.com2. Choose another startup from the list and write a detailed review. 3. The owner of this startup owes feedback in return.4. The more reviews written, the higher the rating of a startup is.  Submitting startup at Startiew.com brings apparent and measurable results: first reviews from the community of passionate fellow entrepreneurs, new visitors to a website and first users. On top of it - a valuable feedback from those who know how challenging it is to start something on one's own.  It is worth a try: backlinks will do no one any harm."
GoSpotCheck,Write a review,"Aggregate Data Instantly
Structure Data by GPS Location
Enhance Reporting with Photos
Powerful Data Filtering
Real-Time Customized Alerts
Secure Cloud Storage for Your Data
Role-Based Access
Integrate Data into Current Software
Personalized Customer Support
Instant Location History & Contacts","Field Service Management
Sales Force Automation
Survey Software","Do you find it difficult to measure field-level marketing and operational compliance? Are you missing insights from the field that could improve your business? Well, now there is a tool available for your field team and sales reps to report this information in real-time. Streamline your teams surveys, audits and reports with GoSpotChecks Mobile Data Collection software. Here's How It Works: Build surveys, audits or reports on your computer in minutes and deploy to your field team instantly. Team members visit their accounts and are assigned the correct missions based on their GPS location, using the app to collect data and capture photos quickly and easily. Review field data in a simple, real-time dashboard to enable better decision-making. That's it."
HouseCall Pro,Write a review,"Dynamic Job Scheduling & Tech Dispatch 
Automated Invoicing and Receipts
Simple Payment Processing Options
Customer Email and Postcard Marketing
Customer Database Management 
Robust Reporting and Analytics 
Consumer Booking App Capabilities
Estimates
Customer Signature  & Terms & Conditions
Full Feature Mobile App 
Dynamic Job Scheduling & Tech Dispatch
Automated Invoicing and Receipts
Credit Card and Other Payments
Customer Email and Postcard Marketing
Job Estimates and Customer Signature
Recurring Jobs and Crews
Customer Database Management 
Full-Feature Mobile App
Free Customer Re-Booking App
Robust Reporting and Analytics ","Field Service Management
Marketing Automation
Payment Management
Workforce Management","Housecall Pro is the most advanced field service management platform and CRM tool on the market. The app is offered at a competitive low cost and supports professionals with all aspects of their daily workflow, including: job scheduling and technician dispatch, CRM, invoicing and payment processing, customer email and postcard marketing, and much more. It is also fully integrated with access to the HouseCall consumer booking app, giving customers the ability to re-book their service professionals through an app at the push of a button.  HouseCall Pro is highly dynamic tool that enables service professionals to run their entire business on their smartphone and complimentary web portal. One of the immediately distinguishable features of Housecall Pro is its amazingly user-friendly mobile app look and feel. The highly intuitive interface is designed to minimize the need for technical training, effectively letting the technology work for the service professional in the most effective way possible.  HouseCall Pro levels the playing field by arming small businesses with high-tech tools at a very competitive low cost to better compete in the marketplace. The platform is designed to save time, save money, and provide enhanced organization for service businesses. It also boasts a customer-remarketing tool that has strong potential to double the number of jobs for the service professional. The platform caters to almost every service based industry and is constantly being developed to better serve the service community through weekly feature updates.  This all-in-one tool allows professionals to offer their customers something their competitors are not able to. HouseCall Pro is the best end-to-end solution for service businesses, hands down.   "
Call of Service,Write a review,"Service Scheduling
Dispatch Management
Billing & Invoicing
Quotes / Estimates
Customer Database
Electronic Signature
Job / Work Order Management
Service History Tracking
Technician Management
Sms and Emails",Field Service Management,"Call of Service provides the latest Field Service management software. Specifically designed for ease of use, our cloud-based service will shave hours off your valuable supervisor's schedules, optimize labor costs, and keep your client's information a few clicks away. Our easy to use scheduling dashboard was built specifically with the needs of field service companies in mind. They're all we work with -- which is why we fit like a glove. Get up and running in less than 10 minutes."
Jobber,www.getjobber.com,,Field Service Management,
Loc8,www.loc8.com,"Assets
Field Service & Dispatch with Calendar
Mobility
Inventory & Warehouse
Maintenance
Automation
Free trial through Loc8
Work Orders & Jobs
Task Management
Integration",Field Service Management,"Loc8 is the revolutionary solution for field service, asset management, quoting and invoicing software for iPhone, Android, Mac and PC. It is a very helpful tool to possess in order to plan work strategically, get it done efficiently, get paid on time and grow considerably a business.Innovative and results proven, Loc8 offers a real solution for businesses eager to simplify their administrative process and significantly improve their operations. Loc8 Mobile is the in-field technician app for licensed users of Loc8 A tightly integrated asset, field service and maintenance management system for small, medium, and enterprise businesses. Loc8 replaces your current paper or spreadsheet based job sheets with a highly usable, smart application that connects your Loc8 managers, back office staff and field technicians. Streamline your business operations with a powerful, scalable work order and asset maintenance management system that is enterprise proven, and also very easy to use for small teams. Manage everything from simple reactive work orders to complex scheduled maintenance on assets directly through Loc8 Mobile and capture your customer's signature digitally when the job is done. This application drastically simplifies your work days, while leveraging the power of Loc8."
Field Harmony,www.fieldharmony.com,,Field Service Management,
BlueFolder,www.bluefolder.com,"Work Order Management
Team Scheduling
Customer/Contact Management 
Mobile Access 
Reports/Dashboards 
Equipment/Asset Tracking 
QuickBooks & QB Online Integration 
Recurring Jobs
Signature Capture 
Customer Portal ",Field Service Management,"BlueFolder is a web-based service management solution that offers a unique blend of ease-of-use and breadth of functionality. Along with features such as robust work order management, scheduling/dispatch, and billing, BlueFolder stands apart with features like a powerful customer portal, asset/equipment tracking, and customer notifications. Our customers regularly tell us that adopting it has been the key to realizing the productivity gains that have propelled their business to the next level. "
MobyServices,www.mobyservices.com,,Field Service Management,
Pedigree Technologies,www.pedigreetechnologie..,,Field Service Management,
RazorSync,www.razorsync.com,"Scheduling
Create Estimates and Work Orders
Job Site Invoicing
Route Optimization
Customer Self-Service Portal
Time Clock
Worker Management
Customer Records Management
Syncs with QuickBooks
Card Payments",Field Service Management,"RazorSync software is a powerful yet easy-to-use desktop and mobile app that streamlines the business operations of a company in the field service industry. This award-winning software allows our customers to manage customers and field workers, schedule and dispatch workers, invoice, and much more  all from a smartphone, tablet or desktop computer. RazorSync helps increase productivity and efficiency, reduce errors, and shorten the billing cycle to improve cash flow and eliminate paperwork."
RoutePoint,www.RoutePoint.com,,Field Service Management,
2GO Software,www.2gosoftware.com,,Field Service Management,
APEXWare,www.apex-ware.com,,Field Service Management,
ArivX,www.arivx.com,,Field Service Management,
Ascent Business Systems,www.ascent-sys.com,,Field Service Management,
Astea International,www.astea.com,,Field Service Management,
BigWave Software,www.bigwavesoftware.com,,Field Service Management,
BiznusSoft,www.biznussoft.com,,Field Service Management,
BizSpeed,www.bizspeed.com,,Field Service Management,
Coolfront,www.coolfront.com,,Field Service Management,
Coresystems,www.coresystems.net,,Field Service Management,
ECONZ Wireless,www.econz.com,,Field Service Management,
EMIXIS,www.emixis.com,,Field Service Management,
Esri,www.esri.com,,Field Service Management,
Evatic,www.evatic.com,,Field Service Management,
Field Squared,www.fieldsquared.com,,Field Service Management,
FieldAware,www.fieldaware.com,,Field Service Management,
FieldConnect,www.fieldconnect.com,,Field Service Management,
Fieldd,www.fieldd.com,,Field Service Management,
FieldEZ,www.fieldez.com,,Field Service Management,
FieldLocate,www.fieldlocate.com,,Field Service Management,
FieldOne,www.fieldone.com,,Field Service Management,
Fieldpoint Service Applications,www.fieldpoint.net,,Field Service Management,
FieldSync,www.fieldsync.net,,Field Service Management,
FleetMatics,www.fleetmaticswork.com,,Field Service Management,
Foxbuddy,www.foxbuddy.com.au,,Field Service Management,
GeoSpec Systems,www.geospecsystems.com,,Field Service Management,
GoServicePro,www.goservicepro.com,,Field Service Management,
KumoTeam,www.kumoteam.com,,Field Service Management,
LATISTA Field Management Software,www.latista.com,,Field Service Management,
LiquidFrameworks,www.liquidframeworks.com,,Field Service Management,
Locqus,www.locqus.com,,Field Service Management,
MapAnything,www.mapanything.com,,Field Service Management,
Mobilio,www.mymobilio.com,,Field Service Management,
MSI Data,www.msidata.com,,Field Service Management,
NetDispatcher,www.netdispatcher.com,,Field Service Management,
Odyssee Mobile,www.odysseemobile.com,,Field Service Management,
ProfitZoom,www.profitzoom.com,,Field Service Management,
Retriever Communications,www.retrievercommunicat..,,Field Service Management,
SEE Forge,www.seeforge.com,,Field Service Management,
ServiceMax,www.servicemax.com,,Field Service Management,
SERVICEPower,www.servicepower.com,,Field Service Management,
ServiceTask,www.servicetask.com,,Field Service Management,
ServiceTitan,www.servicetitan.com,,Field Service Management,
Shining Brow Software,www.shiningbrow.com,,Field Service Management,
SimpliField,www.simplifield.com,,Field Service Management,
Synchroteam,www.synchroteam.com,,Field Service Management,
Terminal Business Velocity,www.tbvelocity.com,,Field Service Management,
Tract Systems,www.tractsystems.com,,Field Service Management,
VieDispatch,www.viedispatch.com,,Field Service Management,
VisitBasis,www.visitbasis.com,,Field Service Management,
VServiceManagement,www.vertsol.com,,Field Service Management,
Wireless Field Service,www.wirelessfieldservic..,,Field Service Management,
Yarris,www.yarris.com,,Field Service Management,
"ServiceBridge, LLC",www.servicebridge.com/,"Quickbooks Online sync
Public API
Timesheets
Scheduling
Native mobile application
GPS
Job photos
Estimates
Work Orders
CRM",Field Service Management,"ServiceBridge field service management software is designed to assist franchise businesses with work order scheduling and distribution, eliminate paperwork and engage customers to increase sales."
NextService ,www.nextservicesoftware..,"Field Service Management 
Workforce Automation 
Visual Scheduling
Mobile Solution
Financial Transparency
Inventory Management
Business Intelligence
CRM
Marketing",Field Service Management,"NextService is a field service management solution, built for NetSuite. Cloud-based and accessible anywhere, through laptop, tablet and smartphone devices. NextService is a field service management solution that can easily manage every aspect of your service business. From job scheduling and customer information, through to inventory and billing."
GeoOp,geoop.com,"Real-time Job Scheduling
Job Dispatch
Quoting
Invoicing
Geo Scheduling
GPS Tracking - Staff and Assets
Assign jobs based on staff location
Integrations - Xero, Freshbooks, Navman",Field Service Management,"GeoOp supports all your workflow needs, including job scheduling/dispatch, customer notifications, quoting, invoicing and take payments in the field, its wherever you and your team are and can be used on any device, from plumbers to health care workers, its simple to manage field staffs job sheets and the wider business."
Time To Pet,www.timetopet.com,"Pet Sitting Software
Client Management
Scheduling/Invoicing
GPS Tracking
Staff Management",Field Service Management,"Time To Pet is software for your pet sitting business that automates many of the time consuming tasks of running your business such as scheduling, sitter management, client management and billing. Time To Pet is built on a foundation of high powered features wrapped up in a modern design. Our goal is to make managing your business easier so you can focus your time on growing your business!"
Clinked,www.clinked.com,"file sharing
social collaboration
project management
Google Apps integration
private cloud solutions
shared team calendars",File Sharing Software,"Collaborative: integrate & share content, conversations and decisions - team member activity updates, e.g. file uploads, updates, comments, requests etc displayed in real-time activity streams & customisable email notifications. - feedback, comments, approval requests etc are neatly integrated with the project team content in a central location.- ability to ""follow"" content to receive notifications, and ""unfollow"" content when no longer requiring email notifications- dashboard view to easily see activity on all project groups, accounts etc. File sharing: overcome the burden of emailing large attachments or disintegrated feedback from team members by centralizing the files in centralised project file - view files instantaneously without need for downloading eg MS Office, PDF, and any video file formats- multiple file uploading, via the Clinked file uploading tool or simply forward the email with attachments straight into your project group.- version control with easy roll-back capabilities- password protect on files/folders- ""follow"" files of particular interest, which prompts email notifications- lock files from being edited- universal search functionality to find keywords even within files Project management support tools - Set up tasks, assign to team members, approve/reject tasks- Create meetings within the project team, invite members, accept / reject meetings- Event calendar integrates with iCalendar- Ability to comment on tasks / events within the project group Highest possible file security - 256 bit SSL encryption to access content on Clinked- ISO27001, SAS70 & PCI certified- FISMA and FIPs certified, meaning Clinked comply with US federal government customer requirements.- User permission management ranging from defining which team members should have access to files, by when, etc, up to making files public and indexed by search engines.  Google Apps integration - Use same username / password- Integrate Clinked within your Google app menu www.rabbitsoft.comSoftware by Rabbitsoft Ltd."
EFS Software Inc.,www.sharing-file.com,,File Sharing Software,
Hightail,www.yousendit.com,,File Sharing Software,
SmartFile,www.smartfile.com,,File Sharing Software,
AeroFS,www.aerofs.com,,File Sharing Software,
Agilewords,www.agilewords.com,,File Sharing Software,
Chasemedia,chasefile.com,,File Sharing Software,
CloudFuze,www.cloudfuze.com,,File Sharing Software,
Droplr,www.droplr.com/,,File Sharing Software,
Fabasoft Cloud,www.fabasoft.com,,File Sharing Software,
FileLocker.guru,www.filelocker.guru,,File Sharing Software,
Ge.tt,www.ge.tt,,File Sharing Software,
Kicksend,www.kicksend.com,,File Sharing Software,
Odysen,www.odysen.com,,File Sharing Software,
Panmind,www.panmind.com,,File Sharing Software,
Racemi,www.racemi.com/,,File Sharing Software,
4shared,www.4shared.com,,File Sharing Software,
Accellion,www.accellion.com,,File Sharing Software,
AirDropper,www.airdropper.com,,File Sharing Software,
Animoto,www.animoto.com,,File Sharing Software,
AppSense,www.appsense.com,,File Sharing Software,
Attachments.me,www.attachments.me,,File Sharing Software,
Autodesk,www.autodesk.com,,File Sharing Software,
Availo,www.availo.me,,File Sharing Software,
Biscom,www.biscom.com,,File Sharing Software,
CapLinked,www.caplinked.com,,File Sharing Software,
CloudApp,www.getcloudapp.com,,File Sharing Software,
CloudDock,www.clouddock.co,,File Sharing Software,
Cloudup,www.cloudup.com,,File Sharing Software,
Convo,www.convo.com,,File Sharing Software,
,,,,
Cubby,www.cubby.com,,File Sharing Software,
Everchat,www.everchat.co,,File Sharing Software,
FileCloud,www.getfilecloud.com,,File Sharing Software,
FileSociety,www.filesociety.com,,File Sharing Software,
FileString,www.filestring.com,,File Sharing Software,
FileSwap,www.fileswap.com,,File Sharing Software,
Flickr,www.flickr.com,,File Sharing Software,
Gobbler,www.gobbler.com,,File Sharing Software,
Hightail,www.hightail.com,,File Sharing Software,
iDeals Solutions,www.idealscorp.com,,File Sharing Software,
Infinit,www.infinit.io,,File Sharing Software,
IntraLinks,www.IntraLinks.com,,File Sharing Software,
JustBeamIt,www.justbeamit.com,,File Sharing Software,
Kerio Technologies,www.kerio.com,,File Sharing Software,
Lockbox,www.lock-box.com,,File Sharing Software,
MYDRIVES,www.mydriv.es,,File Sharing Software,
Onehub,onehub.com,,File Sharing Software,
Oodrive,www.oodrive.com,,File Sharing Software,
ownCloud,www.owncloud.org,,File Sharing Software,
PandaDoc,www.pandadoc.com,,File Sharing Software,
PaperClipPlus,www.paperclipplus.com,,File Sharing Software,
PerfectCloud Corp,www.perfectcloud.io,,File Sharing Software,
Perzo,www.perzo.com,,File Sharing Software,
Prevue,www.prevue.it,,File Sharing Software,
Primadesk,www.primadesk.com,,File Sharing Software,
Privacy Data Systems,www.privacydatasystems...,,File Sharing Software,
Pushbullet,www.pushbullet.com,,File Sharing Software,
ScreenLight,www.screenlight.tv,,File Sharing Software,
SecureBeam,www.securebeam.com,,File Sharing Software,
SendThisFile,www.sendthisfile.com,,File Sharing Software,
ShareFile,www.sharefile.com,,File Sharing Software,
Signiant,www.signiant.com,,File Sharing Software,
SizableSend,www.SizableSend.com,,File Sharing Software,
SlideOnline,www.slideonline.com,,File Sharing Software,
SmartVault,www.smartvault.com,,File Sharing Software,
Soonr,www.soonr.com,,File Sharing Software,
SoShare,www.soshareit.com,,File Sharing Software,
SugarSync,www.SugarSync.com,,File Sharing Software,
Syncplicity,www.syncplicity.com,,File Sharing Software,
Threads,www.todo2.co.uk,,File Sharing Software,
"Thru, Inc",www.thruinc.com,,File Sharing Software,
Virtru,www.virtru.com,,File Sharing Software,
Wappwolf,www.wappwolf.com,,File Sharing Software,
WatchDox,www.watchdox.com,,File Sharing Software,
Webcargo,www.webcargo.net,,File Sharing Software,
WeTransfer,www.wetransfer.com,,File Sharing Software,
Younity,www.getyounity.com,,File Sharing Software,
INNORIX,www.innorix.com,"Windows: Compatible
Mac OS: Compatible
Linux: Compatible
Demo Available
Different Licenses Available
Cross-browser support
Mobile support
Encryption
High-speed",File Sharing Software,Send large files quickly using our secure business file transfer solutions. Monitoring and tracking MFT solutions. File collaboration made easy.
Futurelabs CRM,www.futurelabscrm.com,,Financial CRM Software,
NexJ Systems,www.nexj.com,,Financial CRM Software,
OCC Financial Technology,www.occfinance.com,,Financial CRM Software,
Vanare,www.vanare.com,,Financial CRM Software,
Fraud.net,www.fraud.net,,Financial Fraud Detection Software,
