Service Name,Service URL,Review Name,Review Date,Review Content
ASPnix,www.aspnix.com,Eric,"Monday, August 19, 2013","Want good website performance for only a few months? Signup with ASPnix. Then after that, all down hill from here. Unless you like your website running like trash, signup with someone else. I've cancelled and moved on."
ASPnix,www.aspnix.com,Jason Nelson,"Friday, August 9, 2013","Signed up for their Teamspeak services a month ago and I am very impressed so far for what seems like a small provider. High quality Teamspeak offerings, decent control panel, very good latency and very nice control over my server. Pricing is excellent too for what you get!"
ASPnix,www.aspnix.com,Antonio Marcuqis,"Thursday, August 8, 2013","I've had a VPS with ASPnix for almost a year, was really nice, had no issues, never any downtime (unless scheduled). I really was happy. Then about maybe a month or so ago the happiness ended, apparently my VPS was moved to another server, which would be fine if oh I dunno, I was told about it. It was down without telling me for nearly 2 hours. I spoke with support and they told me it was being moved to a better server. I was upset, but I sucked it up. The move completed, VPS came back online, however none of my services started. I logged into the VPS and WOW! It took nearly 10 minutes (not exaggerating) just to login. The reason my services were not running is because they timed out. Ever since they moved me to HV01, the service has SUCKED. 8-8-2013 - My VPS went ""paused"" today. No notice, no warning, nothing. I could not resume it from the control panel. I contacted support was told it was a host issue. My VPS came back online, however like before, stalled services, VPS responds poorly etc. I installed some software on the VPS today after testing locally on my local Hyper-V setup, and it completed no issues. After getting it uploaded to my VPS it took nearly 20 minutes to install. What took 3 - 5 minutes locally, took 20 minutes on their ""Better"" server. Very upset."
ASPnix,www.aspnix.com,Robert,"Monday, July 22, 2013","Everything was alright up until about a week and a half ago, it all went down hill. Timeouts, disconnections, websites not loading or only halfway loading, clients calling me furious that Outlook is not able to connect to the mail server to get email, they cannot send email, clients are calling my clients asking why their site is not loading etc. I've contacted them about this NUMEROUS times, they say they are working on it, meanwhile it is not getting any better. They don't seem to concerned about how it is affecting me and my customers. Back to my old provider that still uses ancient technology, oh well, at least sites load and emails work."
ASPnix,www.aspnix.com,Arslan Buyuk,"Monday, July 8, 2013","I looked online for reviews of ASPnix.com and found only positive reviews which I thought was fishy since it was too good to be true. Anyway, I went ahead and bought a hosting account. They are customer oriented people and also they know what they do technical wise. They upgraded the quality of my server without raising my prices! It's much faster! Currently extremely happy - they have already saved me hours of hassle, and they supply some very useful scripts. I hope this is the beginning of a beautiful relationship."
ASPnix,www.aspnix.com,Vojtech Sykora,"Wednesday, June 26, 2013","I can say that ASPnix is an honest, reliable and reputable host that goes above and beyond in support of customer needs. Support response times are also another major factor. I get a response in less than 10 minutes on average, from a competent person who actually knows what they are doing. They deliver a genuine focus on problem-solving. I have found the team at ASPnix listens to my requirements, understands online technology platforms and will recommend clever new approaches for solutions that can save me money. The speeds I am experiencing are awesome. Uptime in the 1 year since I moved has been great and the server is always fast and stable. Very professional in approach and follow up. Perfect experience here!"
ASPnix,www.aspnix.com,Jaxon Benn,"Wednesday, June 12, 2013","I find ASPnix to be fantastic. Indeed, they have exceeded all my expectations, taking time to answer each of my questions diligently and intelligently, and have a great staff. I raised lots of tickets as I had never moved hosts before and needed some help. Not once I was treated like idiot and always felt I could go back and ask more questions if I had to. They were polite and explained and helped me with everything. The techs contact me checking to see if I have any issues just to be on the safe side. I can add that they have flexible attitude toward hosting. Their network uptime is as promised - 99.99%, it's a great plus for them. Overall, I am quite satisfied with the service they provide and can highly recommend them to other webmasters."
ASPnix,www.aspnix.com,R. Mattew,"Thursday, May 30, 2013","In June I moved all my scripts, web applications and web sites to Aspnix.com. So I would like to say few words about the process and how everything was: Migration. Was really easy for me -  I provided my old host details and they moved and setup everything for me. Fantastic! Time being. So far I have no problems with my account at all. I do pay every bill in time and get what I need, get the help from their stuff when I need. Uptime. I have seen a lot of people here prefer to tell other about uptime. I do not use any monitoring tools, but I'm sure that is high. Never seen my site down. Thanks. Good host to stay with! "
ASPnix,www.aspnix.com,Steve,"Friday, May 17, 2013","I have had several websites hosted with various companies in the past, most have been positive experiences.  Been with ASPnix for two years now and am very pleased.  They provide a feature rich product, competitive pricing and good service.  "
ASPnix,www.aspnix.com,Thomas,"Friday, May 17, 2013","I've noticed a few bad reviews below about their Linux hosting. While I am not on their Linux hosting services, I have been on their Windows services for 4 years now without any big issues. Every time I contact them for whatever reason I get the issue resolved within 30 minutes or so. I appreciate their dedication to making sure I always have the latest toys to play with! The Helm migration was pretty crazy, but after about a week I got used to the new system and I must say, I love it! Thanks ASPnix!"
ASPnix,www.aspnix.com,al,"Monday, May 13, 2013",Only 2 days to look at a problem and cant access databases on cpanel. Why pay for a service that doesn't work. Beware of the support on the Linux accounts as they are labeled contact by email only. All others you can contact someone on the chat system asap. Unacceptable. Will be moving to new hosting this week due to constant issues with this 2 person hosting provider.
ASPnix,www.aspnix.com,Tj,"Friday, May 10, 2013",Very poor service. If anything fails they always log in and it's fixed and they say nothing was ever wrong. Amazing. Be prepared if your on Linux to have very little support and at least a new issue every month. Do yourself a favor and go to someone else.
ASPnix,www.aspnix.com,Jeffrey Sendon,"Thursday, May 2, 2013","3rd web host in the past year, been with these guys for about 4 months now and so far I am super happy! Had issues with the previous 2 hosts with my .net apps not working correctly, strange errors, lost support etc. ASPnix seems to be on-top-of-their-game, I get straight answers when I contact support. They are super sharp when it comes to answering my questions and they always have the right answer. Hope I have a home with these guys for a long, long time!"
ASPnix,www.aspnix.com,Pablo Remindor,"Wednesday, March 20, 2013","I've tried many windows web hosts, but can say that finally I found the best place. It is Aspnix web host. I contacted their support and they were responsive and found the best solution for my needs. Well worth every penny.  The support you receive is excellent no matter what time of day you get in touch. There is always a prompt response to any query.I'm not the most technologically independent person, and of course as soon as I registered, I had questions and they explained to me everything I needed to know. The Web-control panel features are excellent.Pricing is excellent and the servers don't seem overloaded. The quality of the hosting is very good due to the great uptime, fast servers and helpful customer support. I've finally found a good home with aspnix and can highly recommend them. I will continue doing business with them."
ASPnix,www.aspnix.com,Scott,"Friday, March 15, 2013","I did not rate them 5 stars because I believe every company can improve! Technology changes quickly in our industry, being a programmer (.net) I am constantly aware of the changes, and so is ASPnix! .Net 4.0 and 4.5 were rolled out the day or so of the .net 4.x releases! SmarterMail is kept on the bleeding edge of the latest release (my other provider is still on v5). I've been slowly moving my customers to ASPnix, their control panel is easy to use, quick and has tons of options. The package configuration is amazing and the integration with WHMCS is amazing! The ASPnix team are always there to answer my questions, they are prompt and straight to the point. Love it! They have themselves a customer for a long, long, long time!"
ASPnix,www.aspnix.com,Robert,"Friday, March 15, 2013","Been with ASPnix now for a few years, we've had our bumps like every provider, but they are always there to help me out! They are always on-top of technology, running the latest and greatest whenever possible! I love these guys!"
MyTaskHelper,mytaskhelper.com,Harry,"Wednesday, June 25, 2014",Service helps us keep the feedback from our customers
MyTaskHelper,mytaskhelper.com,George Mason,"Wednesday, June 25, 2014",We use the service mytaskhelper for count votes on the elections.
MyTaskHelper,mytaskhelper.com,Mike,"Wednesday, June 25, 2014",I opened my own company for creating websites. Thank MyTaskHelper!
MyTaskHelper,mytaskhelper.com,Kyle,"Monday, June 23, 2014",One my good friend suggested me this service. And now i suggest it for you. 
MyTaskHelper,mytaskhelper.com,Gans,"Tuesday, June 17, 2014","I use MyTaslHelper as ToDo service. Its very usefull for many things. Also yesterday I start try to make my web site, and of course I use MyTaslHelper webforms for  it"
MyTaskHelper,mytaskhelper.com,Ivan Krylov,"Tuesday, June 17, 2014",I find this service 3 years ago. And use it every day. Thanks MyTaskHelper
MyTaskHelper,mytaskhelper.com,Andrey,"Tuesday, June 3, 2014","We use MyTaskHelper in our company as internal database. Service provide very fast and high quality web interface for our database and excellent support. Also we use ""Contact us"" web form for check quality of our products by our clients. And my mark is - Excellent!"
MyTaskHelper,mytaskhelper.com,Robert,"Tuesday, June 3, 2014",Very good choice if you need highly customizable database and form builder. It has export to PDF and Excel. Also you can schedule export to FTP.
MyTaskHelper,mytaskhelper.com,Mark,"Tuesday, June 3, 2014",If you looking for relational online db MyTaskHelper will be the best choice. It has a powerful search feature. You can customize and integrate to your web site both database and web form.
MyTaskHelper,mytaskhelper.com,John,"Tuesday, June 3, 2014","I was very happy to find this service. Now I'm using this online database every day. I love the ability to import, modify and then export back my information at any time. MTH support is very good and widely available. Hope you'll find  this info usable!"
MyTaskHelper,mytaskhelper.com,Serg,"Tuesday, June 3, 2014",Very good form and database builder. Highly recommended for both personal and business needs.
ASPHostPortal,www.asphostportal.com/,Joseph Bryan,"Thursday, October 6, 2016","service for people who know what they are doing and what they want. They take a pretty hands-off approach to your code, letting you throttle up and down as necessary. Great works!!"
ASPHostPortal,www.asphostportal.com/,Thomas Swan,"Tuesday, September 13, 2016","I have been with ASPhostpotal for a little over 5 years and I believe it's the absolute best. The uptime for the website is nearly 100%, customer services is open 24/7 and they usually assist you within 10 minutes. As well, the control panel you're provide with is so simple that if you don't know anything about the web, they will help you, literally. Pricing is decent for startups looking for a reliable and affordable hosting provider. I would recommend ASPhostportal to anyone that needs hosting for their website."
ASPHostPortal,www.asphostportal.com/,Roy Moreau,"Thursday, January 14, 2016","Your overall product offering is first class. Having worked many years ago as a Product Manager for one company, I have some understanding of the issues facing companies that offer such nebulous products as Web Hosting. ASPHostPortal Hosting was recommended to me by a web developer, as we had had a few issues with our previous Hosting supplier. He didn't oversell ASPHostPortal to us: he just said that he didn't have any problems and that you guys were ""responsive"". Probably the biggest failure in the web hosting provider sector, is its non-responsiveness. Where ASPHostPortal Hosting differentiates itself from many other companies, is in its responsiveness to customers' Support requests and their timely resolution. In my experience, this is uncommon, especially in the IT sector, which usually ""hates"" providing customer support, preferring to build new infrastructure and other ""more interesting"" things.ASPHostPortal Hosting shows the business maturity to understand that its business *exists* for a customer and acts accordingly. This is one customer who applauds your Service and is very happy to refer you to those looking for a first class, customer-focused Web Hosting provider.Best wishes and thanks again."
ASPHostPortal,www.asphostportal.com/,David Winterburn,"Thursday, December 10, 2015","I have been a customer of ASPHostPortal for many years now, with them hosting quite a few of my own business and some client business sites that I administrate. The general services offered are great - the performance and uptime being fantastic and this should not go unmentioned. However, I have been driven to comment on this occasion because of, in my opinion, the unsurpassed service provided by the team at ASPHostPortal Support.I will be more specific about their services:The first is their sales team. With one exception they have been friendly, professional and more than ready to make sure the service I receive is second to none. They have never tried to hard sell me anything but they do sometimes make valid and helpful suggestions which, on the occasions I have taken them up, proved to be very worthwhile. I never feel 'conned' or 'pushed'.The second is support team. Unlike the 'support' provided by many of the hosting companies I have used in the past...these people actually get back to you promptly with HELPUL answers that 'normal people' can understand and work with. So many times (with other companies) I have waited ages for a reply to my support only to receive a one liner that required me to take a three year residential course in computer science to decipher, I would then need to wait ages again for a response to my request of...'English please'? If ASPHostPortal can do it, why can't others? In these days where the reputation of customers services as difficult to get hold of, it's refreshing to be proved wrong. Thank you ASPHostPortal."
ASPHostPortal,www.asphostportal.com/,Lawrence Milburn,"Monday, September 21, 2015",Asphostportal is a great company to work with. My wife and I have been dealing with Asphostportal for several years now and have had nothing less than an outstanding experience. The company we dealt with before Asphostportal had horrible service and lots of issues (which was the reason we decided to switch). Thanks Asphostportal for your wonderful support. Being a novice user I was able to host my E-commerce site in a professional manner. Its possible only because of the handy solutions available at Asphostportal control panel and the support persons at Asphostportal.
ASPHostPortal,www.asphostportal.com/,Tony Smith,"Friday, August 7, 2015","First of all I was using the services of another hosting provider, I do not want to disclose the name but I was facing the problem of frequent downtimes, so I decided to change my provider. Then someone suggest me to go for ASPHostPortal. I also go through the reviews of ASPHostPortal, they were good and reliable. So, I thought I should try at once and to give them a shot. I like to tell you that when I purchased their web hosting plan on the same day account was set up for me very quickly and constant update e-mails are received by me. But the thing which impressed me a lot of ASPHostPortal was that they have transfer my entire files backup from my old provider to theirs. They face some issues also while doing this, but they are really active and really helpful. When it was done, I went to my old web host without any problem and exported my other 5 databases, and imported to ASPHostPortal with no problem. Another good thing is that this is very fast too. If I remember my old web host then it constantly shows the problems of down alerts, very slow loading of pages, slow ping times, even with Cloud flare and site caching. I would recommend you all ASPHostPortal. It is cheap with excellent features offered as well as with good customer support who give you right answers for all your queries."
ASPHostPortal,www.asphostportal.com/,Marilyn O'Neill,"Wednesday, July 29, 2015","Terrible host, check recent reviews.  On 20 July 2015 our database and website files were apparently deleted due to a hack on the server we hosted using their services.  They advertise state of the art data centers which would be presumed to include the most basic offsite backup to protect data.  They did not do this and we have lost 10 years of data.  Their customer service in the wake of this disaster has been unconscionable.  They have failed to respond to direct questions, suggested blog posts to try to recover our data ourselves, communicated poorly and never contacted clients proactively about their massive failure.  They have provided no credible recovery services and left us losing significant time and money daily without regard whilst complaining about their ""sleepless nights"" and how ""they didn't intend for this"".  They had one job and had they implemented the most minimal back up processes (not keeping backups on the same server for a start) requisite in their industry they would have prevented substantial client losses.  Their lack of assumption of responsibility and astonishingly unprofessional customer service has made this impossible situation even more frustrating as indicated by plenty of reviews of their performance since 20 July 2015 from many similarly impacted clients.  "
ASPHostPortal,www.asphostportal.com/,Anjali Punjab,"Tuesday, May 5, 2015","It really is worth paying a little more for great service and support; in this business, bottom feeding just doesn't work. I highly recommend ASPHostPortal.com as a hosting solution."
ASPHostPortal,www.asphostportal.com/,Steve Jorgensen,"Thursday, April 23, 2015","I've been earnestly searching for a hosting company that will suit my website needs especially in the windows option. until i found asphostportal site and i've not regretted it. i've told a friend about this site, and i'm currently managing more than 4 websites hosted on asphostportal."
ENet Technologies,www.enettechnologies.com,Linn Rodrigue,"Friday, July 25, 2014",Enet has taken care of all my website needs for many years.  They do a great job of keeping my site coming up on the first page of both Google and Bing for my services.  If I need things done such as changes to my site I send an email and it gets done in a timely matter.  
ENet Technologies,www.enettechnologies.com,William Markham,"Thursday, April 3, 2014","Until we hired ENet, our site was more or less ""unfindable"" on the Web. I couldn't find it myself using different search terms! Within a very short time ENet developed and put into place a strategy that has transformed our site into one that appears prominently on many search engines under the search categories that matter most to our business, and I have every reason to think that our site's prominence will only continue to improve over the long run. These guys are skilled professionals. They are the real thing! "
ENet Technologies,www.enettechnologies.com,Terry Harbin,"Monday, March 31, 2014","Jerri and I, at Sliding Rock Cabins, would like to take a moment to thank all of you at Enet Technologies for the exceptional service we've received over the years. A number of years ago, after realizing the limitation of our marketing approach, to being the premier pet friendly cabin rental company, we sought the help of a professional Search Engine Optimization company. After interviewing quite a few, we selected what we considered to be the premier SEO/Website Company, Enet Technologies. Everything from your professional, yet personal support, to the hosting of our website, has made us firm believers....We absolutely made the right choice. We've seen our small company go from a dozen cabins to over 40, with nearly 20,000 happy guests over the years. And a lot of that exposure credit goes to you all and your team. And as an aside, we can't wait to get started on the development of the new ""professional looking"" website. Sure it'll be a hit..! Thanks again for everything."
ENet Technologies,www.enettechnologies.com,Diann Keller,"Wednesday, October 30, 2013",These guys will fraudulently take your money and produce poor results. We have spent thousands of dollars with them and over 2 yrs not once did they come close to getting our rankings up to a good standing. Every time there was a major set back they would give excuses and say we are working on it. They charged us thousands up front costs AND then a large monthly fee. DONT USE THEM.
ENet Technologies,www.enettechnologies.com,Jdent,"Tuesday, August 6, 2013","Buyer beware. This company does not stand behind their work or deliver what they promise but boy can the owner double talk a blue streak. They installed a theme on my website which was not secure and it got hacked. They didn't back up the database before modifying our business website. Rather than make things right, they point fingers and blame everyone else. Spoke to the owner and all he had to say is ""not our fault"". Lots of arguing- definitely a ""the customer is always wrong"" company.  I spent $1500 and now have no website to speak of. 3 independent sources told me the hack came in through the theme they installed. Now I have to hire another company to fix the mess enet left behind. Signing up with this company was the biggest mistake our company has ever made. They have harmed our business.  Avoid"
BizzHost,www.bizzhost.com,Mohsin Dar,"Thursday, August 21, 2014","Well... speaking about the space and money, BizzHost leads them all. Never faced a problem, so can't really say anything about the support. However, they did really help me out when i transferred my site from fatcow to BizzHost."
BizzHost,www.bizzhost.com,Vysakh S,"Wednesday, July 24, 2013","Really appreciate the quick response on all ends. BizzHost's technical staff is quite competent and very responsive!. I am really impressed with the Customer service levels of BizzHost, and am sure that I will be your customer for a long time."
8 to Infinity,www.8.to,Don Hefflin,"Wednesday, September 24, 2014","On 3 Sep 2014, a deduction for $29.99 was made to my B/A checking account, W/O any doing by myself.  I have lived alone for 21 yrs and no one has done this action, for me!  I am 82  and need my money!!I have NO reason to continue to have ANY contact with you.PLEASE see that you refund my money.[I assume this was thru PayPal.]  Another reason for NOT using them or eBay.Thank you."
ChicagoVPS,www.ChicagoVPS.net,Jared,"Monday, March 18, 2013","What horrible company. November 2012 came and they got hacked but they lied and said it was an exploit in there VPS software which was proved false later in a community forum. I was one of the 1,000 or more customers who had everything deleted. Luckily it wasn't a very important site and I had recent backups. Okay, upset at the fact they lied and I had to find the truth via other means, but I figured things will get better. Things were okay for a while, its a cheap VPS so quality is not great anyway. And then I was surprised once again, when they got hacked again. I got an email saying I should change my root password and it was part of a 'security measure', all lies. I found a few days later a post where someone released the entire database with all the customers names, email addresses, root passwords, ips, etc. This is very bad and this is not what ChicagoVPS told customers. They lied once again. Turns out that the database was from the November hack and they still try to hush the issue. After downplaying the large database leak of all personal information a couple weeks later I got an email from LastPass, the password management company, saying that they are aware that ChicagoVPS got hacked and that I should update all passwords that I had on file with them as they're not safe. When this was made public a lot of very upset ChicagoVPS customers said they got that email too. But never any email from the company itself to warn them. ChicagoVPS didn't even warn all their customers that their data got hacked. I will never ever trust ChicagoVPS again."
DATABASE-USA.net,www.database-usa.net,Crystal Washkill,"Tuesday, October 18, 2016",Terrible service. Use someone else.  Brad Garrett is incompetent. We did not get the list we wanted & paid for. We were told the count was 425 but only received 95 and it still wasn't the right list. Plus almost half of the invitations (42)  that we mailed were returned undeliverable. Total waste of our time and money. 
DATABASE-USA.net,www.database-usa.net,Kristen Gordon,"Monday, May 23, 2016","We purchased a Database USA list for households with a $50,000 annual income and children in the household ages 0-3 for our preschool. When we printed the list out, members of our own church that had children that graduated High School were on the list.   We also found students attending college on our list, which could not possibly meet the income criteria.  Out of 850 some names-  we have pulled 40 names that we know not to meet the data criteria...and counting. It appears Data USA lists are at least a decade old.  Buyer beware."
FORTRUST,www.fortrustdatacenter...,Drew Wright,"Monday, August 5, 2013","We have used ForTrust now for 4 years, and have nothing but great things to say about the facility and the staff.  The site is top-notch and the employees are professional yet personable.  We are always treated well and when we bring vendors on site they are always impressed with ForTrust over the other local Colo's.   If your business depends on your data center, which most do, ForTrust is who you want in your corner."
FORTRUST,www.fortrustdatacenter...,Thomas Underhill,"Wednesday, July 31, 2013","I have used Fortrust at two different companies now and they not only have a great facility, but more importantly excellent customer service.  The Fortrust team is extremely responsive and goes out of their way to service clients.  We've been a customer at my current company since December of 2012 and have had nothing but positive experiences."
FORTRUST,www.fortrustdatacenter...,Landon Orr,"Friday, July 26, 2013","We have been using Fortrust as one of our colocation sites for a little less than a year, and I only have good things to say about them. Of our multiple datacenters, I can easily say that they are far and above the best colocation providers I have ever worked with. We liked their module solution so much that we are using it in a second location, managed through Fortrust as well. Their customer service is absolutely amazing. Whenever I need help with something, whether that's remote hands, help while I'm at the datacenter, or even just getting technical advice, Fortrust is always courteous and prompt. I have made the comment many times to my co-workers that I wish customer support at my other datacenters was on-par with Fortrust. In colocation, it's the small things that matter, and Fortrust does this very well. Recently we had one of our firewalls fail on us. Fortrust noticed the outage, and immediately called me to let me know they saw a link-loss on one of our network drops. I received the call even before my own alerts went off. Because of their outreach, we had the machine up and running in a matter of minutes. It's customer service like this that keeps us incredibly happy as customers. Overall, I can't recommend Fortrust enough. Everytime I deal with them, be it over the phone, through email or visiting the Denver facility, it's always a very positive experience. If you're looking for a datacenter that truly cares about you, and does their best to keep you and your servers happy, definitely get in touch with Fortrust."
FORTRUST,www.fortrustdatacenter...,Ryan Kish,"Wednesday, July 17, 2013","Fortrust knows customer service, and they provide world class support and service. 5/5 stars!"
Hostica,www.hostica.com,Dave,"Wednesday, October 14, 2015","1, Within a few days of sighing up for a web site with hostica.com I was receiving email from webhost designers to build my site. I know this came from hostica.com because I setup a NEW email address just minutes before I set up the hosting account. 2. Data inflation:I started to notice in my hostica.com stats area that my hits and data down loads seemed way off. Now my website is not even built yet and I have one index and graphic with no links and a 2nd page with one 2 minute 6MB mp3. For the last week I have been testing the counts and the data flow. And it is extreme! One hit to my MP3 test page from IP address turned into 633 hits and 32.90 MB of data flow.The techs I have been talking (email) to basically tell me to prove it... "
Servage,www.servage.net,Anna,"Friday, May 24, 2013",Extremely polite and knowledgeable support agents. Very good up time and useful options in their easy to learn control panel. I am happy I chose them. 
Everdata,www.everdata.com/,Sunil Brahmchari ,"Monday, June 15, 2015","I have been with different web hosts over the years and I'm writing this review because I am really happy with Everdata If you have a company site, and are looking for the most features for the affordable price, they are your solution.I have to say - I have never worked with a more responsive support team and I appreciate that. Thank you Everdata for being a great service provider."
Everdata,www.everdata.com/,Sohan Bachhety,"Monday, June 8, 2015","Great packages, more than reasonable prices and excellent support. EverData has proven to be the great choice for our company"
SimplicityCollect,www.simplicitycollect.com,Michael,"Thursday, June 26, 2014","Simplicity allows me to interface directly with my clients building a relationship of trust and opening up additional opportunities to collect on more accounts. My clients love the fact that they can log directly into the software and view the progress of accounts, payment history, and run reports. It keeps both them and I engaged in making the business successful without tying up valuable time answering questions over the phone."
SimplicityCollect,www.simplicitycollect.com,Frank Coleman,"Monday, November 25, 2013",This software is ok but it CRASHES all the time..  Lost data too! 
SimplicityCollect,www.simplicitycollect.com,Susan Thompson,"Friday, February 8, 2013","Using Simplicity collection software is like having several programs in one. I can perform my general collection tasks in a focused manner, easily follow up on my collectors performance from virtually anywhere I have an internet connection. I can also process all of the complex financials associated with each individual case file. The features of this software allow me to do my job effectively, and the benefits of this software to the success of my business cant be measured. "
SimplicityCollect,www.simplicitycollect.com,Matt Honeycutt,"Friday, February 8, 2013",Im done dealing with my current collection program. I dont have time to waste waiting on their support anymore. You guys are doing an epic job of building a quality collection program and maintaining it. Its one less thing I have to worry about.
SimplicityCollect,www.simplicitycollect.com,Mike Martinez,"Friday, February 8, 2013","I own a collection agency and after having trouble importing my new business, I contacted Simplicity tech support and they immediately assisted me in fixing my internal problems. The support rep was working on my account until after 10 p.m. and thats just amazing to me. I dont know of any business that will work those type of hours just to accommodate their clients. I have found that Simplicity is the most cost effective and advanced debt collection software available for collections. I was referred to them by a friend that also owns a collection agency and I would definitely refer them to any business considering this software. They are always working to make their software better, but from what I have experienced, I dont see much of a need for that! Already this software is heads and tails above the others.  "
SimplicityCollect,www.simplicitycollect.com,Joe Presti,"Friday, February 8, 2013","With Simplicity Debt Collection Software, there are literally no hassles. From purchase to production, it was so easy to use. Required very little time to learn and set up, and it has everything I need right down to the per diem interest calculations. The fact that it integrates with QuickBooks and provides everything I need in one neat, easy, compact location is a dream come true. From the documents, dates, places, people. I mean everything! This software has already saved me big money! "
SimplicityCollect,www.simplicitycollect.com,K. Margolis,"Wednesday, February 6, 2013","From purchase to support, the process was simple and there was always someone available to help me in case I ran into any issues. Pricing is simple and affordable, yet has all the features I need to be able to collect on my accounts. Keep up the good work guys!"
SimplicityCollect,www.simplicitycollect.com,Chris Campbell,"Friday, February 1, 2013","This software is so simple! Simple pricing, simple interface and simple support! By far the best deal for collection software in the market."
Indigo Cloud,www.indigo-cloud.com,Peter Saunders,"Tuesday, January 20, 2015","Mark worked setting up our systems when we moved offices. I have to say, his understanding on our needs were above what we expected. He was hands on and readily availed at all times. We have changed our minds on a number of these regarding our collection practices and Mark has adjusted our systems to suit our every need.We will most definitely be using Mark again due to his expertise in his field."
Indigo Cloud,www.indigo-cloud.com,Paul Clifford,"Friday, January 16, 2015","We have been using DebtView since July '14. It's a system that is simple to use, thus making it simple to train others to use it also. The developers are always willing to listen to feedback in order to help make improvements to the product and are keen to build a successful long running relationship."
Indigo Cloud,www.indigo-cloud.com,Bruce B. Hopcus ,"Friday, January 16, 2015",My company has been using the DebtView program by Indigo-Cloud for about a year now and I am very impressed with the ease of use.  The program developers are very interactive and pay close attention to all of our needs. There are constant improvements being made to the program and all  requests are considered. Could not be happier with the functionality and overall results.     
LEAH Debt Collection Software,www.BleepingCollection...,Vicente Diaz,"Tuesday, June 10, 2014","Really Nice collection software. I have been using for few weeks,i love the search which can find almost anything with little info. The design looks like gmail, very nice design."
LEAH Debt Collection Software,www.BleepingCollection...,Bonnie Still,"Thursday, June 5, 2014",Very reasonable price. i love the fact that we can access it from anywhere. Transition was very smooth from our older software to this one and people at leah was really nice
LEAH Debt Collection Software,www.BleepingCollection...,MR. MANNING,"Thursday, May 1, 2014","I like the UI of this collection software. Nice, simple design."
Accelerated Data Systems,www.accelerateddata.com,Johnny C.,"Monday, October 7, 2013",Accelerated Data Systems has really created a debt collection service that makes sense and doesn't create unnecessary hassle for me. I got to figure out the software fairly quickly and put it to use not long after that.
BEAM,www.beam4d.com,John H.,"Tuesday, April 8, 2014",BEAM has been the most complete and exhaustive collection software that we have used to date. We have been really pleased with this debt management system.
Casetrackerlaw.com,www.casetrackerlaw.com,Laurie Peterson,"Monday, February 3, 2014","Casetrackerlaw is the best service for all of your needs. And they are not expensive, as some is. I had a problem,customer service was polite and fast in helping me fix a error that I made."
CollectOne,www.collectone.com,Blow Fish,"Tuesday, October 15, 2013",The 80's called and they are looking for their platform back. If I could give it negative stars I would.
Columbia Ultimate,www.columbiaultimate.com,Jake,"Wednesday, January 15, 2014","If you need debt collection software, you have to go with Columbia Ultimate. It is by far the best, most well organized software in the debt collection industry. Don't hesitate to use this software."
Intelligent Banking Solutions,www.ibshome.com,Thomas K.,"Monday, December 16, 2013",Intelligent Banking Solutions has been a perfect debt service for my company. Their service has been easy to integrate into our existing system and has allowed us to create a much easier system for our clients.
Intro XL,www.introXL.com,Vincent  Blackman,"Monday, December 30, 2013","I had tried to keep track of store advances on index cards for years with little success.  A customer in the information field made a spreadsheet and installed it on our PC.  It was easier to update, retrieve information and was actually used more than the index cards were.  It wasn't until a friendly competitor suggested Intro XL as a solution that I found something better.  They had been using it for several months and were happy.  I've had it for six weeks and, for the first time, believe that I have finally found a method to keep on top of the store lendings.  I give it four stars now.  I will update as I learn more about the system."
Evolution Collect Software,evolutioncollect.com/,Steven,"Monday, March 21, 2016",Good Debt Collection software that was very easy to get our agents comfortable on.  Also nice advanced reporting options as well
Powernoodle,www.powernoodle.com,Henk Korevaar,"Friday, November 1, 2013","I met the Powernoodle team at a New York conference in 2011. We shared a passion for guiding the formation of great ideas, solving problems, and making decisions  and Powernoodle had built a software for that purpose! Since this meeting, I have used Powernoodle to facilitate teams and projects in The Netherlands, the UK, and South Africa. Its easy-to-use and simplifies life for both facilitators and participants; it even auto-generates instantaneous reports. Powernoodle also helps facilitate meetings where participants contribute both virtually and in person. Thanks to Powernoodle, people can participate even after the real meeting ends."
Powernoodle,www.powernoodle.com,Michael Randel,"Tuesday, October 22, 2013","I have been using Powernoodle since May 2012 in a wide variety of settings to support Collaboration.  It's the best tool I've discovered to support collaboration in all its forms - sharing ideas/brainstorming, processing the ideas, voting and decision-making, and even action planning. All contributions are anonymous, and this is a really powerful feature, as it helps to build trust in groups where that may not exist.  But the process and its reports are fully transparent, so participants can check for themselves that all the comments and votes are accounted for. I use this tool for both synchronous and asynchronous meetings, with small groups and large meetings, to quickly collect and process ideas and feedback. As a cloud-based service, my clients like that they can access meetings from anywhere, whether using a desktop, laptop , tablet or smartphone.  With no software to install, participation is quick and easy. Finally, the team at Powernoodle Inc. are friendly and helpful, always ready to answer your questions and guide you in getting the most from the tool."
D-Sight,www.d-sight.com,Bob Gunderson,"Wednesday, October 2, 2013","If you're looking to streamline your companies decision making process, I recommend using one of the D-Sight platforms. We started using the desktop platform here at our office and couldn't be happier with the results."
LogicNets,www.logicnets.com,Peter Dileo,"Monday, May 11, 2015","""Great company. I love their customer service."" So far my experience with them is really good."" "
Theoris,www.theoris.com,James Dalorm,"Friday, February 21, 2014","In my search for help with IT management and staffing I was recommended Theorsis, and my experience with them has been nothing short of amazing."
